Symbol,Company,Sector,Industry,Price,PE,PB,ROE %,Debt/Equity,Profit Margin %,Revenue CAGR %,Net Income CAGR %,Margin Trend,Blended Fair Value,Est. Upside %,Valuation Models Used,Score,Rating,Valuation Pillar,Profitability Pillar,Stability Pillar,Growth Pillar,Upside Pillar,Strengths,PE Percentile (vs Sector),ROE Percentile (vs Sector),Score Rank (vs Sector)
SYNGENE,Syngene International Limited,Healthcare,Diagnostics & Research,406.95,73.99091,3.3798432,0.0,9.473,6.14,5.4,-12.0,contracting,332.78,-18.2,2,24,🔴 AVOID,4,0,12,8,0,"Very low debt, Profit growth declining/negative, Consistent YoY growth, Appears overvalued vs blended intrinsic estimate (~-56%)",82.6086956521739,26.08695652173913,22.0
TATAPOWER,The Tata Power Company Limited,Utilities,Utilities - Independent Power Producers,383.0,31.705297,3.100135,0.0,168.051,6.09,4.1,3.9,expanding,292.67,-23.6,1,23,🔴 AVOID,4,2,0,12,0,"High leverage, Margins expanding, Appears overvalued vs blended intrinsic estimate (~-52%)",66.66666666666666,41.66666666666667,11.0
JUBLFOOD,JUBLFOOD,Consumer Cyclical,Restaurants,485.0,79.37807,13.915987,16.89,2.655,4.5,22.8,6.7,contracting,210.18,-56.7,1,22,🔴 AVOID,0,7,0,15,0,"Strong ROE (16.9%), High leverage, Strong revenue CAGR (22.8%), Consistent YoY growth",77.77777777777779,74.19354838709677,28.0
SJVN,SJVN Limited,Utilities,Utilities - Renewable,69.11,42.660496,1.908747,0.0,226.528,12.77,17.1,-22.1,contracting,61.85,-10.5,1,22,🔴 AVOID,4,8,0,10,0,"Healthy net margin (12.8%), High leverage, Strong revenue CAGR (17.1%), Profit growth declining/negative",75.0,41.66666666666667,12.0
DEEPAKNTR,Deepak Nitrite Limited,Basic Materials,Chemicals,1736.7,41.697475,4.0582604,9.75,27.903,6.98,-0.5,-13.5,contracting,1077.65,-37.9,1,22,🔴 AVOID,0,2,20,0,0,"Very low debt, Strong liquidity position, Declining revenue trend (-0.5%), Profit growth declining/negative",70.58823529411765,77.14285714285715,32.0
RVNL,Rail Vikas Nigam Limited,Industrials,Engineering & Construction,229.0,54.3943,4.8462534,8.98,49.078,4.29,0.2,-13.3,contracting,174.47,-23.8,1,21,🔴 AVOID,0,0,16,5,0,"Manageable debt level, Strong liquidity position, Profit growth declining/negative, Appears overvalued vs blended intrinsic estimate (~-71%)",72.22222222222221,51.35135135135135,37.0
SANOFI,Sanofi India Limited,Healthcare,Drug Manufacturers - General,3328.4,24.301985,10.231597,0.0,2.376,17.46,-12.6,-19.3,stable,2575.31,-22.6,2,21,🔴 AVOID,5,11,0,2,0,"High net margin (17.5%), High leverage, Declining revenue trend (-12.6%), Profit growth declining/negative",8.695652173913043,26.08695652173913,23.0
GRASIM,Grasim Industries Limited,Basic Materials,Building Materials,3224.0,44.091904,2.1133556,6.29,135.044,2.83,14.3,-10.1,stable,2886.77,-10.5,1,21,🔴 AVOID,4,2,3,12,0,"Healthy revenue CAGR (14.3%), Profit growth declining/negative, Consistent YoY growth, Appears overvalued vs blended intrinsic estimate (~-51%)",73.52941176470588,71.42857142857143,33.0
AARTIIND,Aarti Industries Limited,Basic Materials,Specialty Chemicals,485.95,33.28425,2.949782,0.0,83.392,5.9,8.5,-8.4,contracting,335.38,-31.0,2,20,🔴 AVOID,4,0,3,8,0,"Healthy revenue CAGR (8.5%), Profit growth declining/negative, Appears overvalued vs blended intrinsic estimate (~-61%)",55.88235294117647,35.714285714285715,34.0
JINDALSTEL,Jindal Steel Limited,Basic Materials,Steel,1113.4,41.637997,2.225278,0.0,43.613,4.82,-6.9,-5.4,stable,983.22,-11.7,1,19,🔴 AVOID,4,2,8,5,0,"Manageable debt level, Declining revenue trend (-6.9%), Profit growth declining/negative, Appears overvalued vs blended intrinsic estimate (~-51%)",67.64705882352942,35.714285714285715,35.0
SAPPHIRE,Sapphire Foods India Limited,Consumer Cyclical,Restaurants,202.52,,4.680487,0.0,102.058,-0.5,11.3,,contracting,222.03,9.6,1,19,🔴 AVOID,0,0,3,10,0,"Healthy revenue CAGR (11.3%), Consistent YoY growth, Appears overvalued vs blended intrinsic estimate (~-62%)",,27.419354838709676,29.0
ADANIENT,Adani Enterprises Limited,Energy,Thermal Coal,3050.0,52.905464,4.871963,0.0,119.56,6.55,-7.7,55.9,expanding,858.23,-71.9,1,18,🔴 AVOID,0,0,3,15,0,"Declining revenue trend (-7.7%), Strong profit CAGR (55.9%), Margins expanding, Appears overvalued vs blended intrinsic estimate (~-70%)",100.0,50.0,6.0
SBILIFE,SBI Life Insurance Company Limited,Financial Services,Insurance - Life,1879.9,72.77972,9.371853,13.7,,2.14,11.1,12.8,stable,503.96,-73.2,1,16,🔴 AVOID,0,4,0,12,0,"Healthy revenue CAGR (11.1%), Appears overvalued vs blended intrinsic estimate (~-82%)",95.45454545454545,70.45454545454545,42.0
INDUSINDBK,IndusInd Bank Limited,Financial Services,Banks - Regional,1019.0,60.18901,1.2070713,0.0,,7.65,-0.3,-50.7,unknown,859.54,-15.6,2,16,🔴 AVOID,12,4,0,0,0,"Trading near/below book value, Attractive PEG ratio, Declining revenue trend (-0.3%), Profit growth declining/negative",90.9090909090909,26.136363636363637,42.0
PAYTM,One97 Communications Limited,Technology,Software - Infrastructure,1429.0,141.76587,5.7166634,0.0,1.073,7.25,2.2,,expanding,660.48,-53.8,1,13,🔴 AVOID,0,0,3,10,0,"Margins expanding, Appears overvalued vs blended intrinsic estimate (~-83%)",100.0,34.375,16.0
GMDCLTD,Gujarat Mineral Development Corporation Limited,Energy,Thermal Coal,579.9,19.278591,2.6087897,0.0,4.475,33.82,-8.8,-7.4,contracting,353.71,-39.0,1,13,🔴 AVOID,9,9,0,0,0,"High net margin (33.8%), High leverage, Declining revenue trend (-8.8%), Profit growth declining/negative",71.42857142857143,50.0,7.0
DEVYANI,Devyani International Limited,Consumer Cyclical,Restaurants,125.09,,10.003199,0.0,203.327,-0.47,23.3,,contracting,92.22,-26.3,1,12,🔴 AVOID,0,0,0,12,0,"High leverage, Strong revenue CAGR (23.3%), Consistent YoY growth, Appears overvalued vs blended intrinsic estimate (~-37%)",,27.419354838709676,30.0
STARHEALTH,Star Health and Allied Insurance Company Limited,Financial Services,Insurance - Life,588.1,51.86067,4.548407,7.51,,3.62,13.3,-3.4,contracting,269.96,-54.1,1,12,🔴 AVOID,0,2,0,10,0,"Healthy revenue CAGR (13.3%), Profit growth declining/negative, Consistent YoY growth, Appears overvalued vs blended intrinsic estimate (~-69%)",84.0909090909091,54.54545454545454,44.0
WESTLIFE,Westlife Foodworld Limited,Consumer Cyclical,Restaurants,587.0,292.0398,14.666933,0.0,291.521,1.18,4.8,-33.8,contracting,156.33,-73.4,1,8,🔴 AVOID,0,0,0,8,0,"High leverage, Profit growth declining/negative, Consistent YoY growth, Appears overvalued vs blended intrinsic estimate (~-93%)",96.29629629629629,27.419354838709676,31.0
